continent,location,date,population,new_vaccinations,RollingPeopleVaccinated,Percent_Vaccinated
Africa,Burundi,2023-02-03,12889583,,460,0.0035687733264916327
Africa,Burundi,2023-02-04,12889583,,460,0.0035687733264916327
Africa,Burundi,2023-02-05,12889583,,460,0.0035687733264916327
Africa,Burundi,2023-02-06,12889583,,460,0.0035687733264916327
Africa,Burundi,2023-02-07,12889583,,460,0.0035687733264916327
Africa,Burundi,2023-02-08,12889583,,460,0.0035687733264916327
Africa,Burundi,2023-02-09,12889583,,460,0.0035687733264916327
Africa,Burundi,2023-02-10,12889583,,460,0.0035687733264916327
Africa,Burundi,2023-02-11,12889583,,460,0.0035687733264916327
Africa,Burundi,2023-02-12,12889583,,460,0.0035687733264916327
Africa,Burundi,2023-02-13,12889583,,460,0.0035687733264916327
Africa,Burundi,2023-02-14,12889583,,460,0.0035687733264916327
Asia,Cambodia,2020-01-27,16767851,,,
Asia,Cambodia,2020-01-28,16767851,,,
Asia,Cambodia,2020-01-29,16767851,,,
Asia,Cambodia,2020-01-30,16767851,,,
Asia,Cambodia,2020-01-31,16767851,,,
Asia,Cambodia,2020-02-01,16767851,,,
Asia,Cambodia,2020-02-02,16767851,,,
Asia,Cambodia,2020-02-03,16767851,,,
Asia,Cambodia,2020-02-04,16767851,,,
Asia,Cambodia,2020-02-05,16767851,,,
Asia,Cambodia,2020-02-06,16767851,,,
Asia,Cambodia,2020-02-07,16767851,,,
Asia,Cambodia,2020-02-08,16767851,,,
Asia,Cambodia,2020-02-09,16767851,,,
Asia,Cambodia,2020-02-10,16767851,,,
Asia,Cambodia,2020-02-11,16767851,,,
Asia,Cambodia,2020-02-12,16767851,,,
Asia,Cambodia,2020-02-13,16767851,,,
Asia,Cambodia,2020-02-14,16767851,,,
Asia,Cambodia,2020-02-15,16767851,,,
Asia,Cambodia,2020-02-16,16767851,,,
Asia,Cambodia,2020-02-17,16767851,,,
Asia,Cambodia,2020-02-18,16767851,,,
Asia,Cambodia,2020-02-19,16767851,,,
Asia,Cambodia,2020-02-20,16767851,,,
Asia,Cambodia,2020-02-21,16767851,,,
Asia,Cambodia,2020-02-22,16767851,,,
Asia,Cambodia,2020-02-23,16767851,,,
Asia,Cambodia,2020-02-24,16767851,,,
Asia,Cambodia,2020-02-25,16767851,,,
Asia,Cambodia,2020-02-26,16767851,,,
Asia,Cambodia,2020-02-27,16767851,,,
Asia,Cambodia,2020-02-28,16767851,,,
Asia,Cambodia,2020-02-29,16767851,,,
Asia,Cambodia,2020-03-01,16767851,,,
Asia,Cambodia,2020-03-02,16767851,,,
Asia,Cambodia,2020-03-03,16767851,,,
Asia,Cambodia,2020-03-04,16767851,,,
Asia,Cambodia,2020-03-05,16767851,,,
Asia,Cambodia,2020-03-06,16767851,,,
Asia,Cambodia,2020-03-07,16767851,,,
Asia,Cambodia,2020-03-08,16767851,,,
Asia,Cambodia,2020-03-09,16767851,,,
Asia,Cambodia,2020-03-10,16767851,,,
Asia,Cambodia,2020-03-11,16767851,,,
Asia,Cambodia,2020-03-12,16767851,,,
Asia,Cambodia,2020-03-13,16767851,,,
Asia,Cambodia,2020-03-14,16767851,,,
Asia,Cambodia,2020-03-15,16767851,,,
Asia,Cambodia,2020-03-16,16767851,,,
Asia,Cambodia,2020-03-17,16767851,,,
Asia,Cambodia,2020-03-18,16767851,,,
Asia,Cambodia,2020-03-19,16767851,,,
Asia,Cambodia,2020-03-20,16767851,,,
Asia,Cambodia,2020-03-21,16767851,,,
Asia,Cambodia,2020-03-22,16767851,,,
Asia,Cambodia,2020-03-23,16767851,,,
Asia,Cambodia,2020-03-24,16767851,,,
Asia,Cambodia,2020-03-25,16767851,,,
Asia,Cambodia,2020-03-26,16767851,,,
Asia,Cambodia,2020-03-27,16767851,,,
Asia,Cambodia,2020-03-28,16767851,,,
Asia,Cambodia,2020-03-29,16767851,,,
Asia,Cambodia,2020-03-30,16767851,,,
Asia,Cambodia,2020-03-31,16767851,,,
Asia,Cambodia,2020-04-01,16767851,,,
Asia,Cambodia,2020-04-02,16767851,,,
Asia,Cambodia,2020-04-03,16767851,,,
Asia,Cambodia,2020-04-04,16767851,,,
Asia,Cambodia,2020-04-05,16767851,,,
Asia,Cambodia,2020-04-06,16767851,,,
Asia,Cambodia,2020-04-07,16767851,,,
Asia,Cambodia,2020-04-08,16767851,,,
Asia,Cambodia,2020-04-09,16767851,,,
Asia,Cambodia,2020-04-10,16767851,,,
Asia,Cambodia,2020-04-11,16767851,,,
Asia,Cambodia,2020-04-12,16767851,,,
Asia,Cambodia,2020-04-13,16767851,,,
Asia,Cambodia,2020-04-14,16767851,,,
Asia,Cambodia,2020-04-15,16767851,,,
Asia,Cambodia,2020-04-16,16767851,,,
Asia,Cambodia,2020-04-17,16767851,,,
Asia,Cambodia,2020-04-18,16767851,,,
Asia,Cambodia,2020-04-19,16767851,,,
Asia,Cambodia,2020-04-20,16767851,,,
Asia,Cambodia,2020-04-21,16767851,,,
Asia,Cambodia,2020-04-22,16767851,,,
Asia,Cambodia,2020-04-23,16767851,,,
Asia,Cambodia,2020-04-24,16767851,,,
Asia,Cambodia,2020-04-25,16767851,,,
Asia,Cambodia,2020-04-26,16767851,,,
Asia,Cambodia,2020-04-27,16767851,,,
Asia,Cambodia,2020-04-28,16767851,,,
Asia,Cambodia,2020-04-29,16767851,,,
Asia,Cambodia,2020-04-30,16767851,,,
Asia,Cambodia,2020-05-01,16767851,,,
Asia,Cambodia,2020-05-02,16767851,,,
Asia,Cambodia,2020-05-03,16767851,,,
Asia,Cambodia,2020-05-04,16767851,,,
Asia,Cambodia,2020-05-05,16767851,,,
Asia,Cambodia,2020-05-06,16767851,,,
Asia,Cambodia,2020-05-07,16767851,,,
Asia,Cambodia,2020-05-08,16767851,,,
Asia,Cambodia,2020-05-09,16767851,,,
Asia,Cambodia,2020-05-10,16767851,,,
Asia,Cambodia,2020-05-11,16767851,,,
Asia,Cambodia,2020-05-12,16767851,,,
Asia,Cambodia,2020-05-13,16767851,,,
Asia,Cambodia,2020-05-14,16767851,,,
Asia,Cambodia,2020-05-15,16767851,,,
Asia,Cambodia,2020-05-16,16767851,,,
Asia,Cambodia,2020-05-17,16767851,,,
Asia,Cambodia,2020-05-18,16767851,,,
Asia,Cambodia,2020-05-19,16767851,,,
Asia,Cambodia,2020-05-20,16767851,,,
Asia,Cambodia,2020-05-21,16767851,,,
Asia,Cambodia,2020-05-22,16767851,,,
Asia,Cambodia,2020-05-23,16767851,,,
Asia,Cambodia,2020-05-24,16767851,,,
Asia,Cambodia,2020-05-25,16767851,,,
Asia,Cambodia,2020-05-26,16767851,,,
Asia,Cambodia,2020-05-27,16767851,,,
Asia,Cambodia,2020-05-28,16767851,,,
Asia,Cambodia,2020-05-29,16767851,,,
Asia,Cambodia,2020-05-30,16767851,,,
Asia,Cambodia,2020-05-31,16767851,,,
Asia,Cambodia,2020-06-01,16767851,,,
Asia,Cambodia,2020-06-02,16767851,,,
Asia,Cambodia,2020-06-03,16767851,,,
Asia,Cambodia,2020-06-04,16767851,,,
Asia,Cambodia,2020-06-05,16767851,,,
Asia,Cambodia,2020-06-06,16767851,,,
Asia,Cambodia,2020-06-07,16767851,,,
Asia,Cambodia,2020-06-08,16767851,,,
Asia,Cambodia,2020-06-09,16767851,,,
Asia,Cambodia,2020-06-10,16767851,,,
Asia,Cambodia,2020-06-11,16767851,,,
Asia,Cambodia,2020-06-12,16767851,,,
Asia,Cambodia,2020-06-13,16767851,,,
Asia,Cambodia,2020-06-14,16767851,,,
Asia,Cambodia,2020-06-15,16767851,,,
Asia,Cambodia,2020-06-16,16767851,,,
Asia,Cambodia,2020-06-17,16767851,,,
Asia,Cambodia,2020-06-18,16767851,,,
Asia,Cambodia,2020-06-19,16767851,,,
Asia,Cambodia,2020-06-20,16767851,,,
Asia,Cambodia,2020-06-21,16767851,,,
Asia,Cambodia,2020-06-22,16767851,,,
Asia,Cambodia,2020-06-23,16767851,,,
Asia,Cambodia,2020-06-24,16767851,,,
Asia,Cambodia,2020-06-25,16767851,,,
Asia,Cambodia,2020-06-26,16767851,,,
Asia,Cambodia,2020-06-27,16767851,,,
Asia,Cambodia,2020-06-28,16767851,,,
Asia,Cambodia,2020-06-29,16767851,,,
Asia,Cambodia,2020-06-30,16767851,,,
Asia,Cambodia,2020-07-01,16767851,,,
Asia,Cambodia,2020-07-02,16767851,,,
Asia,Cambodia,2020-07-03,16767851,,,
Asia,Cambodia,2020-07-04,16767851,,,
Asia,Cambodia,2020-07-05,16767851,,,
Asia,Cambodia,2020-07-06,16767851,,,
Asia,Cambodia,2020-07-07,16767851,,,
Asia,Cambodia,2020-07-08,16767851,,,
Asia,Cambodia,2020-07-09,16767851,,,
Asia,Cambodia,2020-07-10,16767851,,,
Asia,Cambodia,2020-07-11,16767851,,,
Asia,Cambodia,2020-07-12,16767851,,,
Asia,Cambodia,2020-07-13,16767851,,,
Asia,Cambodia,2020-07-14,16767851,,,
Asia,Cambodia,2020-07-15,16767851,,,
Asia,Cambodia,2020-07-16,16767851,,,
Asia,Cambodia,2020-07-17,16767851,,,
Asia,Cambodia,2020-07-18,16767851,,,
Asia,Cambodia,2020-07-19,16767851,,,
Asia,Cambodia,2020-07-20,16767851,,,
Asia,Cambodia,2020-07-21,16767851,,,
Asia,Cambodia,2020-07-22,16767851,,,
Asia,Cambodia,2020-07-23,16767851,,,
Asia,Cambodia,2020-07-24,16767851,,,
Asia,Cambodia,2020-07-25,16767851,,,
Asia,Cambodia,2020-07-26,16767851,,,
Asia,Cambodia,2020-07-27,16767851,,,
Asia,Cambodia,2020-07-28,16767851,,,
Asia,Cambodia,2020-07-29,16767851,,,
Asia,Cambodia,2020-07-30,16767851,,,
Asia,Cambodia,2020-07-31,16767851,,,
Asia,Cambodia,2020-08-01,16767851,,,
Asia,Cambodia,2020-08-02,16767851,,,
Asia,Cambodia,2020-08-03,16767851,,,
Asia,Cambodia,2020-08-04,16767851,,,
Asia,Cambodia,2020-08-05,16767851,,,
Asia,Cambodia,2020-08-06,16767851,,,
Asia,Cambodia,2020-08-07,16767851,,,
Asia,Cambodia,2020-08-08,16767851,,,
Asia,Cambodia,2020-08-09,16767851,,,
Asia,Cambodia,2020-08-10,16767851,,,
Asia,Cambodia,2020-08-11,16767851,,,
Asia,Cambodia,2020-08-12,16767851,,,
Asia,Cambodia,2020-08-13,16767851,,,
Asia,Cambodia,2020-08-14,16767851,,,
Asia,Cambodia,2020-08-15,16767851,,,
Asia,Cambodia,2020-08-16,16767851,,,
Asia,Cambodia,2020-08-17,16767851,,,
Asia,Cambodia,2020-08-18,16767851,,,
Asia,Cambodia,2020-08-19,16767851,,,
Asia,Cambodia,2020-08-20,16767851,,,
Asia,Cambodia,2020-08-21,16767851,,,
Asia,Cambodia,2020-08-22,16767851,,,
Asia,Cambodia,2020-08-23,16767851,,,
Asia,Cambodia,2020-08-24,16767851,,,
Asia,Cambodia,2020-08-25,16767851,,,
Asia,Cambodia,2020-08-26,16767851,,,
Asia,Cambodia,2020-08-27,16767851,,,
Asia,Cambodia,2020-08-28,16767851,,,
Asia,Cambodia,2020-08-29,16767851,,,
Asia,Cambodia,2020-08-30,16767851,,,
Asia,Cambodia,2020-08-31,16767851,,,
Asia,Cambodia,2020-09-01,16767851,,,
Asia,Cambodia,2020-09-02,16767851,,,
Asia,Cambodia,2020-09-03,16767851,,,
Asia,Cambodia,2020-09-04,16767851,,,
Asia,Cambodia,2020-09-05,16767851,,,
Asia,Cambodia,2020-09-06,16767851,,,
Asia,Cambodia,2020-09-07,16767851,,,
Asia,Cambodia,2020-09-08,16767851,,,
Asia,Cambodia,2020-09-09,16767851,,,
Asia,Cambodia,2020-09-10,16767851,,,
Asia,Cambodia,2020-09-11,16767851,,,
Asia,Cambodia,2020-09-12,16767851,,,
Asia,Cambodia,2020-09-13,16767851,,,
Asia,Cambodia,2020-09-14,16767851,,,
Asia,Cambodia,2020-09-15,16767851,,,
Asia,Cambodia,2020-09-16,16767851,,,
Asia,Cambodia,2020-09-17,16767851,,,
Asia,Cambodia,2020-09-18,16767851,,,
Asia,Cambodia,2020-09-19,16767851,,,
Asia,Cambodia,2020-09-20,16767851,,,
Asia,Cambodia,2020-09-21,16767851,,,
Asia,Cambodia,2020-09-22,16767851,,,
Asia,Cambodia,2020-09-23,16767851,,,
Asia,Cambodia,2020-09-24,16767851,,,
Asia,Cambodia,2020-09-25,16767851,,,
Asia,Cambodia,2020-09-26,16767851,,,
Asia,Cambodia,2020-09-27,16767851,,,
Asia,Cambodia,2020-09-28,16767851,,,
Asia,Cambodia,2020-09-29,16767851,,,
Asia,Cambodia,2020-09-30,16767851,,,
Asia,Cambodia,2020-10-01,16767851,,,
Asia,Cambodia,2020-10-02,16767851,,,
Asia,Cambodia,2020-10-03,16767851,,,
Asia,Cambodia,2020-10-04,16767851,,,
Asia,Cambodia,2020-10-05,16767851,,,
Asia,Cambodia,2020-10-06,16767851,,,
Asia,Cambodia,2020-10-07,16767851,,,
Asia,Cambodia,2020-10-08,16767851,,,
Asia,Cambodia,2020-10-09,16767851,,,
Asia,Cambodia,2020-10-10,16767851,,,
Asia,Cambodia,2020-10-11,16767851,,,
Asia,Cambodia,2020-10-12,16767851,,,
Asia,Cambodia,2020-10-13,16767851,,,
Asia,Cambodia,2020-10-14,16767851,,,
Asia,Cambodia,2020-10-15,16767851,,,
Asia,Cambodia,2020-10-16,16767851,,,
Asia,Cambodia,2020-10-17,16767851,,,
Asia,Cambodia,2020-10-18,16767851,,,
Asia,Cambodia,2020-10-19,16767851,,,
Asia,Cambodia,2020-10-20,16767851,,,
Asia,Cambodia,2020-10-21,16767851,,,
Asia,Cambodia,2020-10-22,16767851,,,
Asia,Cambodia,2020-10-23,16767851,,,
Asia,Cambodia,2020-10-24,16767851,,,
Asia,Cambodia,2020-10-25,16767851,,,
Asia,Cambodia,2020-10-26,16767851,,,
Asia,Cambodia,2020-10-27,16767851,,,
Asia,Cambodia,2020-10-28,16767851,,,
Asia,Cambodia,2020-10-29,16767851,,,
Asia,Cambodia,2020-10-30,16767851,,,
Asia,Cambodia,2020-10-31,16767851,,,
Asia,Cambodia,2020-11-01,16767851,,,
Asia,Cambodia,2020-11-02,16767851,,,
Asia,Cambodia,2020-11-03,16767851,,,
Asia,Cambodia,2020-11-04,16767851,,,
Asia,Cambodia,2020-11-05,16767851,,,
Asia,Cambodia,2020-11-06,16767851,,,
Asia,Cambodia,2020-11-07,16767851,,,
Asia,Cambodia,2020-11-08,16767851,,,
Asia,Cambodia,2020-11-09,16767851,,,
Asia,Cambodia,2020-11-10,16767851,,,
Asia,Cambodia,2020-11-11,16767851,,,
Asia,Cambodia,2020-11-12,16767851,,,
Asia,Cambodia,2020-11-13,16767851,,,
Asia,Cambodia,2020-11-14,16767851,,,
Asia,Cambodia,2020-11-15,16767851,,,
Asia,Cambodia,2020-11-16,16767851,,,
Asia,Cambodia,2020-11-17,16767851,,,
Asia,Cambodia,2020-11-18,16767851,,,
Asia,Cambodia,2020-11-19,16767851,,,
Asia,Cambodia,2020-11-20,16767851,,,
Asia,Cambodia,2020-11-21,16767851,,,
Asia,Cambodia,2020-11-22,16767851,,,
Asia,Cambodia,2020-11-23,16767851,,,
Asia,Cambodia,2020-11-24,16767851,,,
Asia,Cambodia,2020-11-25,16767851,,,
Asia,Cambodia,2020-11-26,16767851,,,
Asia,Cambodia,2020-11-27,16767851,,,
Asia,Cambodia,2020-11-28,16767851,,,
Asia,Cambodia,2020-11-29,16767851,,,
Asia,Cambodia,2020-11-30,16767851,,,
Asia,Cambodia,2020-12-01,16767851,,,
Asia,Cambodia,2020-12-02,16767851,,,
Asia,Cambodia,2020-12-03,16767851,,,
Asia,Cambodia,2020-12-04,16767851,,,
Asia,Cambodia,2020-12-05,16767851,,,
Asia,Cambodia,2020-12-06,16767851,,,
Asia,Cambodia,2020-12-07,16767851,,,
Asia,Cambodia,2020-12-08,16767851,,,
Asia,Cambodia,2020-12-09,16767851,,,
Asia,Cambodia,2020-12-10,16767851,,,
Asia,Cambodia,2020-12-11,16767851,,,
Asia,Cambodia,2020-12-12,16767851,,,
Asia,Cambodia,2020-12-13,16767851,,,
Asia,Cambodia,2020-12-14,16767851,,,
Asia,Cambodia,2020-12-15,16767851,,,
Asia,Cambodia,2020-12-16,16767851,,,
Asia,Cambodia,2020-12-17,16767851,,,
Asia,Cambodia,2020-12-18,16767851,,,
Asia,Cambodia,2020-12-19,16767851,,,
Asia,Cambodia,2020-12-20,16767851,,,
Asia,Cambodia,2020-12-21,16767851,,,
Asia,Cambodia,2020-12-22,16767851,,,
Asia,Cambodia,2020-12-23,16767851,,,
Asia,Cambodia,2020-12-24,16767851,,,
Asia,Cambodia,2020-12-25,16767851,,,
Asia,Cambodia,2020-12-26,16767851,,,
Asia,Cambodia,2020-12-27,16767851,,,
Asia,Cambodia,2020-12-28,16767851,,,
Asia,Cambodia,2020-12-29,16767851,,,
Asia,Cambodia,2020-12-30,16767851,,,
Asia,Cambodia,2020-12-31,16767851,,,
Asia,Cambodia,2021-01-01,16767851,,,
Asia,Cambodia,2021-01-02,16767851,,,
Asia,Cambodia,2021-01-03,16767851,,,
Asia,Cambodia,2021-01-04,16767851,,,
Asia,Cambodia,2021-01-05,16767851,,,
Asia,Cambodia,2021-01-06,16767851,,,
Asia,Cambodia,2021-01-07,16767851,,,
Asia,Cambodia,2021-01-08,16767851,,,
Asia,Cambodia,2021-01-09,16767851,,,
Asia,Cambodia,2021-01-10,16767851,,,
Asia,Cambodia,2021-01-11,16767851,,,
Asia,Cambodia,2021-01-12,16767851,,,
Asia,Cambodia,2021-01-13,16767851,,,
Asia,Cambodia,2021-01-14,16767851,,,
Asia,Cambodia,2021-01-15,16767851,,,
Asia,Cambodia,2021-01-16,16767851,,,
Asia,Cambodia,2021-01-17,16767851,,,
Asia,Cambodia,2021-01-18,16767851,,,
Asia,Cambodia,2021-01-19,16767851,,,
Asia,Cambodia,2021-01-20,16767851,,,
Asia,Cambodia,2021-01-21,16767851,,,
Asia,Cambodia,2021-01-22,16767851,,,
Asia,Cambodia,2021-01-23,16767851,,,
Asia,Cambodia,2021-01-24,16767851,,,
Asia,Cambodia,2021-01-25,16767851,,,
Asia,Cambodia,2021-01-26,16767851,,,
Asia,Cambodia,2021-01-27,16767851,,,
Asia,Cambodia,2021-01-28,16767851,,,
Asia,Cambodia,2021-01-29,16767851,,,
Asia,Cambodia,2021-01-30,16767851,,,
Asia,Cambodia,2021-01-31,16767851,,,
Asia,Cambodia,2021-02-01,16767851,,,
Asia,Cambodia,2021-02-02,16767851,,,
Asia,Cambodia,2021-02-03,16767851,,,
Asia,Cambodia,2021-02-04,16767851,,,
Asia,Cambodia,2021-02-05,16767851,,,
Asia,Cambodia,2021-02-06,16767851,,,
Asia,Cambodia,2021-02-07,16767851,,,
Asia,Cambodia,2021-02-08,16767851,,,
Asia,Cambodia,2021-02-09,16767851,,,
Asia,Cambodia,2021-02-10,16767851,339,339,0.0020217259802702207
Asia,Cambodia,2021-02-11,16767851,,339,0.0020217259802702207
Asia,Cambodia,2021-02-12,16767851,,339,0.0020217259802702207
Asia,Cambodia,2021-02-13,16767851,,339,0.0020217259802702207
Asia,Cambodia,2021-02-14,16767851,,339,0.0020217259802702207
Asia,Cambodia,2021-02-15,16767851,,339,0.0020217259802702207
Asia,Cambodia,2021-02-16,16767851,3925,4264,0.025429615279859062
Asia,Cambodia,2021-02-17,16767851,1151,5415,0.032293941543254413
Asia,Cambodia,2021-02-18,16767851,4445,9860,0.058803003437948011
Asia,Cambodia,2021-02-19,16767851,5048,14908,0.08890823278427272
Asia,Cambodia,2021-02-20,16767851,,14908,0.08890823278427272
Asia,Cambodia,2021-02-21,16767851,,14908,0.08890823278427272
Asia,Cambodia,2021-02-22,16767851,9245,24153,0.14404350324916412
Asia,Cambodia,2021-02-23,16767851,7126,31279,0.18654149538900364
Asia,Cambodia,2021-02-24,16767851,9845,41124,0.24525504192516981
Asia,Cambodia,2021-02-25,16767851,5920,47044,0.28056069916174708
Asia,Cambodia,2021-02-26,16767851,3555,50599,0.30176198488404982
Asia,Cambodia,2021-02-27,16767851,,50599,0.30176198488404982
Asia,Cambodia,2021-02-28,16767851,,50599,0.30176198488404982
Asia,Cambodia,2021-03-01,16767851,17292,67891,0.40488790125818747
Asia,Cambodia,2021-03-02,16767851,27214,95105,0.5671865762643048
Asia,Cambodia,2021-03-03,16767851,21260,116365,0.69397682505647262
Asia,Cambodia,2021-03-04,16767851,15688,132053,0.78753681673340259
Asia,Cambodia,2021-03-05,16767851,16542,148595,0.88618988801844667
Asia,Cambodia,2021-03-06,16767851,11137,159732,0.95260865569475783
Asia,Cambodia,2021-03-07,16767851,6142,165874,0.98923827507770667
Asia,Cambodia,2021-03-08,16767851,13584,179458,1.0702504453313666
Asia,Cambodia,2021-03-09,16767851,23036,202494,1.2076323912945075
Asia,Cambodia,2021-03-10,16767851,32418,234912,1.4009666474254812
Asia,Cambodia,2021-03-11,16767851,30804,265716,1.5846753409247256
Asia,Cambodia,2021-03-12,16767851,23279,288995,1.7235064886967328
Asia,Cambodia,2021-03-13,16767851,19077,308072,1.8372777763829129
Asia,Cambodia,2021-03-14,16767851,9650,317722,1.8948283831959147
Asia,Cambodia,2021-03-15,16767851,9235,326957,1.9499040157262848
Asia,Cambodia,2021-03-16,16767851,26550,353507,2.1082427318801913
Asia,Cambodia,2021-03-17,16767851,30232,383739,2.2885401355248205
Asia,Cambodia,2021-03-18,16767851,,383739,2.2885401355248205
Asia,Cambodia,2021-03-19,16767851,,383739,2.2885401355248205
Asia,Cambodia,2021-03-20,16767851,14863,398602,2.3771799976037475
Asia,Cambodia,2021-03-21,16767851,7369,405971,2.4211271915524533
Asia,Cambodia,2021-03-22,16767851,11831,417802,2.4916848318845388
Asia,Cambodia,2021-03-23,16767851,13287,431089,2.5709257554829179
Asia,Cambodia,2021-03-24,16767851,16840,447929,2.6713560372166949
Asia,Cambodia,2021-03-25,16767851,25789,473718,2.8251563065535352
Asia,Cambodia,2021-03-26,16767851,25494,499212,2.9771972568219982
Asia,Cambodia,2021-03-27,16767851,24073,523285,3.1207636565949923
Asia,Cambodia,2021-03-28,16767851,14280,537565,3.2059266270913307
Asia,Cambodia,2021-03-29,16767851,16185,553750,3.3024506241139666
Asia,Cambodia,2021-03-30,16767851,16118,569868,3.39857504697531
Asia,Cambodia,2021-03-31,16767851,17996,587864,3.5058994739397433
Asia,Cambodia,2021-04-01,16767851,26082,613946,3.6614471347580557
Asia,Cambodia,2021-04-02,16767851,49334,663280,3.9556649209251677
Asia,Cambodia,2021-04-03,16767851,56333,719613,4.2916232974637
Asia,Cambodia,2021-04-04,16767851,52517,772130,4.604823838188925
Asia,Cambodia,2021-04-05,16767851,56493,828623,4.9417364216797965
Asia,Cambodia,2021-04-06,16767851,59191,887814,5.2947393199045
Asia,Cambodia,2021-04-07,16767851,65934,953748,5.68795607737688
Asia,Cambodia,2021-04-08,16767851,59611,1013359,6.0434637688514767
Asia,Cambodia,2021-04-09,16767851,102775,1116134,6.6563926408935767
Asia,Cambodia,2021-04-10,16767851,63953,1180087,7.0377951235372977
Asia,Cambodia,2021-04-11,16767851,48597,1228684,7.327617593930194
Asia,Cambodia,2021-04-12,16767851,84951,1313635,7.8342478114816263
Asia,Cambodia,2021-04-13,16767851,74921,1388556,8.28106118070825
Asia,Cambodia,2021-04-14,16767851,35666,1424222,8.493765837971722
Asia,Cambodia,2021-04-15,16767851,26690,1450912,8.6529394852089272
Asia,Cambodia,2021-04-16,16767851,33083,1483995,8.8502396639855636
Asia,Cambodia,2021-04-17,16767851,13542,1497537,8.9310013549142351
Asia,Cambodia,2021-04-18,16767851,3690,1501227,8.9530077527525744
Asia,Cambodia,2021-04-19,16767851,96898,1598125,9.530887410676538
Asia,Cambodia,2021-04-20,16767851,54906,1653031,9.8583354539588886
Asia,Cambodia,2021-04-21,16767851,64432,1717463,10.242594593666176
Asia,Cambodia,2021-04-22,16767851,70608,1788071,10.663686121733788
Asia,Cambodia,2021-04-23,16767851,69994,1858065,11.081115880621791
Asia,Cambodia,2021-04-24,16767851,62582,1920647,11.454342002442651
Asia,Cambodia,2021-04-25,16767851,49420,1970067,11.749072674846646
Asia,Cambodia,2021-04-26,16767851,45648,2015715,12.021307918349226
Asia,Cambodia,2021-04-27,16767851,43948,2059663,12.283404712983197
Asia,Cambodia,2021-04-28,16767851,,2059663,12.283404712983197
Asia,Cambodia,2021-04-29,16767851,,2059663,12.283404712983197
Asia,Cambodia,2021-04-30,16767851,43686,2103349,12.543938993732709
Asia,Cambodia,2021-05-01,16767851,49921,2153270,12.841657526656219
Asia,Cambodia,2021-05-02,16767851,72794,2226064,13.275785907210173
Asia,Cambodia,2021-05-03,16767851,62319,2288383,13.647443551353122
Asia,Cambodia,2021-05-04,16767851,73412,2361795,14.085257556260489
Asia,Cambodia,2021-05-05,16767851,65749,2427544,14.477371011944227
Asia,Cambodia,2021-05-06,16767851,77708,2505252,14.94080547352192
Asia,Cambodia,2021-05-07,16767851,78931,2584183,15.411533654491564
Asia,Cambodia,2021-05-08,16767851,60967,2645150,15.77512824988724
Asia,Cambodia,2021-05-09,16767851,58333,2703483,16.12301421333002
Asia,Cambodia,2021-05-10,16767851,57846,2761329,16.467995809361614
Asia,Cambodia,2021-05-11,16767851,58798,2820127,16.818654936759636
Asia,Cambodia,2021-05-12,16767851,67771,2887898,17.22282718280357
Asia,Cambodia,2021-05-13,16767851,63349,2951247,17.600627534202207
Asia,Cambodia,2021-05-14,16767851,48229,2999476,17.888255328604721
Asia,Cambodia,2021-05-15,16767851,33920,3033396,18.090547202500787
Asia,Cambodia,2021-05-16,16767851,52681,3086077,18.404725805352161
Asia,Cambodia,2021-05-17,16767851,65563,3151640,18.7957299954538
Asia,Cambodia,2021-05-18,16767851,83186,3234826,19.291834117562232
Asia,Cambodia,2021-05-19,16767851,87619,3322445,19.814375736043932
Asia,Cambodia,2021-05-20,16767851,86845,3409290,20.332301378393687
Asia,Cambodia,2021-05-21,16767851,82910,3492200,20.826759493509336
Asia,Cambodia,2021-05-22,16767851,93477,3585677,21.38423701403358
Asia,Cambodia,2021-05-23,16767851,72911,3658588,21.819063158421432
Asia,Cambodia,2021-05-24,16767851,87842,3746430,22.34293470284296
Asia,Cambodia,2021-05-25,16767851,77504,3823934,22.805152550556418
Asia,Cambodia,2021-05-26,16767851,108011,3931945,23.449307845113843
Asia,Cambodia,2021-05-27,16767851,106349,4038294,24.083551314953837
Asia,Cambodia,2021-05-28,16767851,109301,4147595,24.7353999030645
Asia,Cambodia,2021-05-29,16767851,109162,4256757,25.386419523885323
Asia,Cambodia,2021-05-30,16767851,90643,4347400,25.926995653766244
Asia,Cambodia,2021-05-31,16767851,84723,4432123,26.432266126410592
Asia,Cambodia,2021-06-01,16767851,57639,4489762,26.7760132171976
Asia,Cambodia,2021-06-02,16767851,52743,4542505,27.090561575243004
Asia,Cambodia,2021-06-03,16767851,58643,4601148,27.440296314655942
Asia,Cambodia,2021-06-04,16767851,56673,4657821,27.7782823809682
Asia,Cambodia,2021-06-05,16767851,55055,4712876,28.106619029474917
Asia,Cambodia,2021-06-06,16767851,44327,4757203,28.370976101827239
Asia,Cambodia,2021-06-07,16767851,31300,4788503,28.557642836878738
Asia,Cambodia,2021-06-08,16767851,35639,4824142,28.770186471719008
Asia,Cambodia,2021-06-09,16767851,44605,4868747,29.036201478651019
Asia,Cambodia,2021-06-10,16767851,78124,4946871,29.5021168783048
Asia,Cambodia,2021-06-11,16767851,95644,5042515,30.072517939239802
Asia,Cambodia,2021-06-12,16767851,101140,5143655,30.675696008987675
Asia,Cambodia,2021-06-13,16767851,103339,5246994,31.291988460536775
